zip_code,longitude,latitude
90301,-118.3556,33.955
90302,-118.3548,33.9745
90303,-118.3321,33.9377
90304,-118.3586,33.9379
90305,-118.3258,33.9583
90306,-118.2987,33.7866
90307,-118.2987,33.7866
90308,-118.2987,33.7866
90309,-118.2987,33.7866
90310,-118.2987,33.7866
90311,-118.2987,33.7866
90312,-118.2987,33.7866
90401,-118.4907,34.0176
90402,-118.503,34.0349
90403,-118.4924,34.0287
90404,-118.4733,34.0268
90405,-118.4717,34.01
90406,-118.2987,33.7866
90407,-118.2987,33.7866
90408,-118.2987,33.7866
90409,-118.2987,33.7866
90410,-118.2987,33.7866
90411,-118.2987,33.7866
90501,-118.3118,33.8268
90502,-118.292,33.8286
90503,-118.3542,33.8397
90504,-118.3295,33.8708
90505,-118.3507,33.8106
90506,-118.2987,33.7866
90507,-118.2987,33.7866
90508,-118.2987,33.7866
90509,-118.2987,33.7866
90510,-118.2987,33.7866
90601,-118.0371,34.0011
90602,-118.0337,33.9693
90603,-117.9927,33.9432
90604,-118.0121,33.9299
90605,-118.0356,33.9413
90606,-118.0658,33.9777
90607,-118.2987,33.7866
90608,-118.2987,33.7866
90609,-118.2987,33.7866
90610,-118.2987,33.7866
90620,-118.008,33.8439
90621,-117.9893,33.8772
90622,-118.0031,33.8462
90623,-118.0398,33.8491
90624,-118.0033,33.8584
90630,-118.0357,33.8181
90631,-117.9494,33.9331
90632,-117.9547,33.9143
90633,-117.9452,33.9345
90637,-118.2987,33.7866
90638,-118.0101,33.9067
90639,-118.0182,33.9058
90640,-118.113,34.0133
90650,-118.0818,33.9056
90651,-118.2987,33.7866
90652,-118.2987,33.7866
90660,-118.0883,33.9886
90661,-118.2987,33.7866
90662,-118.2987,33.7866
90670,-118.0838,33.9464
90671,-118.2987,33.7866
90680,-117.9956,33.7991
90701,-118.0731,33.8654
90702,-118.2987,33.7866
90703,-118.0686,33.8669
90704,-118.3437,33.332
90706,-118.1265,33.8867
90707,-118.2987,33.7866
90710,-118.2991,33.797
90711,-118.2987,33.7866
90712,-118.1457,33.8512
90713,-118.1115,33.8473
90714,-118.1339,33.8512
90715,-118.0767,33.8405
90716,-118.073,33.8296
90717,-118.3172,33.7938
90720,-118.0648,33.7956
90721,-118.069,33.8023
90723,-118.1632,33.8969
90731,-118.2914,33.7339
90732,-118.3121,33.742
90733,-118.2987,33.7866
90734,-118.2987,33.7866
90740,-118.0808,33.7602
90742,-118.0699,33.7188
90743,-118.0833,33.7264
90744,-118.2645,33.7855
90745,-118.2684,33.823
90746,-118.2554,33.8584
90747,-118.2538,33.8671
90748,-118.2987,33.7866
90749,-118.2987,33.7866
90755,-118.1677,33.8029
90801,-118.201,33.8043
90802,-118.182,33.7706
90803,-118.1341,33.7619
90804,-118.1357,33.7857
90805,-118.1801,33.8635
90806,-118.1876,33.8045
90807,-118.1811,33.8315
90808,-118.1103,33.8241
90809,-118.2987,33.7866
90810,-118.2325,33.8193
90813,-118.1835,33.782
90814,-118.148,33.7716
90815,-118.1192,33.7939
90822,-118.1638,33.7927
90831,-118.1994,33.7678
90832,-118.2987,33.7866
90833,-118.1994,33.7678
90840,-118.1157,33.7843
90842,-118.2987,33.7866
90844,-118.2987,33.7866
90846,-118.1504,33.8249
90847,-118.2987,33.7866
90848,-118.2987,33.7866
90853,-118.2987,33.7866
90895,-118.2202,33.8392
91001,-118.1392,34.1912
91003,-118.2987,33.7866
91006,-118.0264,34.1324
91007,-118.0515,34.1243
91008,-117.9644,34.149
91009,-118.2987,33.7866
91010,-117.9567,34.1407
91011,-118.2051,34.2217
91012,-118.2987,33.7866
91016,-118.0014,34.144
91017,-118.2987,33.7866
91020,-118.2305,34.2114
91021,-118.2987,33.7866
91023,-118.2987,33.7866
91024,-118.0519,34.1651
91025,-118.2987,33.7866
91030,-118.1547,34.1109
91031,-118.2987,33.7866
91040,-118.3371,34.2618
91041,-118.2987,33.7866
91042,-118.2849,34.2544
91043,-118.2987,33.7866
91046,-118.2987,33.7866
91066,-118.2987,33.7866
91077,-118.2987,33.7866
91101,-118.1391,34.1468
91102,-118.2987,33.7866
91103,-118.1551,34.1669
91104,-118.1261,34.1678
91105,-118.1636,34.1355
91106,-118.1266,34.1435
91107,-118.0889,34.151
91108,-118.1117,34.1207
91109,-118.2987,33.7866
91110,-118.2987,33.7866
91114,-118.2987,33.7866
91115,-118.2987,33.7866
91116,-118.2987,33.7866
91117,-118.2987,33.7866
91118,-118.2987,33.7866
91121,-118.2987,33.7866
91123,-118.2987,33.7866
91124,-118.2987,33.7866
91125,-118.2987,33.7866
91126,-118.2987,33.7866
91129,-118.2987,33.7866
91182,-118.2987,33.7866
91184,-118.2987,33.7866
91185,-118.2987,33.7866
91188,-118.2987,33.7866
91189,-118.2987,33.7866
91199,-118.1436,34.1478
91201,-118.2899,34.1716
91202,-118.2656,34.1652
91203,-118.2636,34.1517
91204,-118.2599,34.1379
91205,-118.2424,34.1378
91206,-118.2322,34.1556
91207,-118.2451,34.1649
91208,-118.235,34.1921
91209,-118.2987,33.7866
91210,-118.2987,33.7866
91214,-118.2457,34.2316
91221,-118.2987,33.7866
91222,-118.2987,33.7866
91224,-118.2987,33.7866
91225,-118.2987,33.7866
91226,-118.2987,33.7866
91301,-118.7573,34.1227
91302,-118.6641,34.1419
91303,-118.5983,34.1993
91304,-118.6111,34.2197
91305,-118.2987,33.7866
91306,-118.5749,34.2092
91307,-118.6389,34.1963
91308,-118.2987,33.7866
91309,-118.2987,33.7866
91310,-118.2987,33.7866
91311,-118.5914,34.2583
91313,-118.2987,33.7866
91316,-118.5175,34.1655
91319,-119.1343,34.0324
91320,-118.9358,34.1774
91321,-118.523,34.3795
91322,-118.2987,33.7866
91324,-118.5466,34.2367
91325,-118.5188,34.2353
91326,-118.5576,34.2805
91327,-118.2987,33.7866
91328,-118.2987,33.7866
91330,-118.2987,33.7866
91331,-118.4208,34.2556
91333,-118.2987,33.7866
91334,-118.2987,33.7866
91335,-118.5391,34.2007
91337,-118.2987,33.7866
91340,-118.4352,34.2875
91341,-118.2987,33.7866
91342,-118.4322,34.3054
91343,-118.4758,34.2366
91344,-118.4992,34.2771
91345,-118.4587,34.2619
91346,-118.2987,33.7866
91350,-118.5007,34.4336
91351,-118.449,34.4262
91352,-118.3699,34.2209
91353,-118.2987,33.7866
91354,-118.5374,34.4466
91355,-118.5535,34.3985
91356,-118.5414,34.1671
91357,-118.2987,33.7866
91358,-119.1343,34.0324
91359,-119.1343,34.0324
91360,-118.8739,34.2092
91361,-118.8383,34.1472
91362,-118.8232,34.1948
91364,-118.6,34.1557
91365,-118.2987,33.7866
91367,-118.6159,34.1767
91371,-118.2987,33.7866
91372,-118.2987,33.7866
91376,-118.2987,33.7866
91377,-118.7669,34.185
91380,-118.2987,33.7866
91381,-118.6131,34.3775
91382,-118.2987,33.7866
91383,-118.2987,33.7866
91384,-118.6254,34.4827
91385,-118.2987,33.7866
91386,-118.2987,33.7866
91387,-118.426,34.4132
91390,-118.5261,34.4684
91392,-118.2987,33.7866
91393,-118.2987,33.7866
91394,-118.2987,33.7866
91395,-118.2987,33.7866
91396,-118.2987,33.7866
91401,-118.4324,34.1802
91402,-118.447,34.2262
91403,-118.4603,34.1514
91404,-118.2987,33.7866
91405,-118.4456,34.2001
91406,-118.4868,34.2006
91407,-118.2987,33.7866
91408,-118.2987,33.7866
91409,-118.2987,33.7866
91410,-118.2987,33.7866
91411,-118.4574,34.1781
91412,-118.2987,33.7866
91413,-118.2987,33.7866
91416,-118.2987,33.7866
91423,-118.4322,34.1526
91426,-118.2987,33.7866
91436,-118.4882,34.151
91470,-118.2987,33.7866
91482,-118.2987,33.7866
91495,-118.2987,33.7866
91496,-118.2987,33.7866
91499,-118.2987,33.7866
91501,-118.3009,34.1862
91502,-118.3059,34.1745
91503,-118.2987,33.7866
91504,-118.3264,34.2001
91505,-118.3442,34.169
91506,-118.3231,34.1717
91507,-118.2987,33.7866
91508,-118.2987,33.7866
91510,-118.2987,33.7866
91521,-118.2987,33.7866
91522,-118.2987,33.7866
91523,-118.2987,33.7866
91526,-118.2987,33.7866
91601,-118.3713,34.1687
91602,-118.3663,34.151
91603,-118.2987,33.7866
91604,-118.3913,34.143
91605,-118.4001,34.2057
91606,-118.3865,34.1872
91607,-118.3989,34.1672
91608,-118.3528,34.1383
91609,-118.2987,33.7866
91610,-118.2987,33.7866
91614,-118.2987,33.7866
91615,-118.2987,33.7866
91616,-118.2987,33.7866
91617,-118.2987,33.7866
91618,-118.2987,33.7866
91701,-117.5999,34.1376
91702,-117.5999,34.1376
91706,-117.9031,34.1248
91708,-117.9682,34.0964
91709,-117.6404,33.954
91710,-117.7308,33.9797
91711,-117.6844,34.0125
91714,-117.7183,34.1092
91715,-118.2987,33.7866
91716,-118.2987,33.7866
91722,-118.2987,33.7866
91723,-117.9065,34.0972
91724,-117.8843,34.086
91729,-117.856,34.0938
91730,-115.9671,34.84
91731,-117.5941,34.107
91732,-118.0371,34.0791
91733,-118.0149,34.0705
91734,-118.0444,34.0557
91735,-118.2987,33.7866
91737,-118.2987,33.7866
91739,-117.5793,34.1449
91740,-117.5803,34.1467
91741,-117.5182,34.1705
91743,-117.8552,34.1287
91744,-117.8437,34.1537
91745,-115.9671,34.84
91746,-117.9373,34.0289
91747,-117.9652,33.9977
91748,-117.9862,34.0443
91749,-118.2987,33.7866
91750,-117.8969,33.9818
91752,-118.2987,33.7866
91754,-117.7708,34.1159
91755,-117.5236,33.9938
91756,-118.1271,34.0534
91758,-118.115,34.048
91759,-118.2987,33.7866
91761,-115.9671,34.84
91762,-118.2987,33.7866
91763,-117.6187,34.0316
91764,-117.6665,34.0584
91765,-117.6987,34.0733
91766,-117.6254,34.0763
91767,-117.8098,34.0066
91768,-117.7569,34.0418
91769,-117.7362,34.0812
91770,-117.7763,34.0662
91771,-118.2987,33.7866
91772,-118.0853,34.0658
91773,-118.2987,33.7866
91775,-118.2987,33.7866
91776,-117.8169,34.1023
91778,-118.0857,34.1155
91780,-118.0955,34.089
91784,-118.2987,33.7866
91785,-118.0537,34.1016
91786,-117.6581,34.141
91788,-117.6583,34.1144
91789,-117.6583,34.1144
91790,-118.2987,33.7866
91791,-117.8546,34.0183
91792,-117.9366,34.0673
91793,-117.8978,34.0653
91801,-117.8975,34.0229
91802,-118.2987,33.7866
91803,-118.1293,34.0914
91804,-118.2987,33.7866
91896,-118.1434,34.0745
91899,-118.2987,33.7866
91901,-118.2987,33.7866
91902,-118.2987,33.7866
91903,-116.7543,32.8282
91905,-117.0221,32.6671
91906,-116.846,33.0169
91908,-116.32,32.6719
91909,-116.4905,32.6605
91910,-116.846,33.0169
91911,-116.846,33.0169
91912,-117.0676,32.6371
91913,-117.0565,32.6084
91914,-116.846,33.0169
91915,-116.9852,32.6513
91916,-116.9652,32.6588
91917,-116.9408,32.6315
91921,-116.6027,32.873
91931,-116.7285,32.6152
91932,-116.846,33.0169
91933,-116.846,33.0169
91934,-117.1148,32.5783
91935,-116.846,33.0169
91941,-116.1952,32.6249
91942,-116.8323,32.7163
91943,-117.0115,32.7604
91944,-117.0189,32.7835
91945,-116.846,33.0169
91946,-116.846,33.0169
91948,-117.0326,32.7332
91950,-116.846,33.0169
91951,-116.846,33.0169
91962,-117.0897,32.6749
91963,-116.846,33.0169
91976,-116.5127,32.835
91977,-116.6037,32.6205
91978,-116.846,33.0169
91979,-116.9976,32.724
91980,-116.9596,32.7329
91987,-116.846,33.0169
92003,-116.6192,32.5889
92004,-116.846,33.0169
92007,-117.1897,33.294
92008,-116.3514,33.2386
92009,-117.2745,33.023
92010,-117.325,33.1602
92011,-117.2619,33.0954
92013,-117.3009,33.1639
92014,-117.2943,33.1072
92018,-116.846,33.0169
92019,-117.249,32.9665
92020,-116.846,33.0169
92021,-116.9191,32.7777
92022,-116.9665,32.7928
92023,-116.9223,32.8178
92024,-116.846,33.0169
92025,-117.292,33.036
92026,-117.2689,33.0535
92027,-117.07,33.1101
92028,-117.0978,33.1605
92029,-117.052,33.1388
92030,-117.229,33.369
92033,-117.1128,33.0895
92036,-116.846,33.0169
92037,-116.846,33.0169
92038,-116.5658,33.0534
92039,-117.2521,32.8455
92040,-116.846,33.0169
92046,-116.846,33.0169
92049,-116.9201,32.8562
92051,-116.846,33.0169
92052,-116.846,33.0169
92054,-116.846,33.0169
92055,-116.846,33.0169
92056,-117.3573,33.2072
92057,-116.846,33.0169
92058,-117.2831,33.1968
92059,-117.3025,33.2407
92060,-117.3423,33.2696
92061,-117.0717,33.3777
92064,-116.846,33.0169
92065,-116.9596,33.3063
92066,-117.0402,32.9756
92067,-116.8535,33.0293
92068,-116.5391,33.2406
92069,-117.2157,33.005
92070,-116.846,33.0169
92071,-117.1697,33.1444
92072,-116.6964,33.1476
92074,-116.9862,32.8486
92075,-116.846,33.0169
92078,-116.846,33.0169
92079,-117.2598,32.9937
92081,-117.185,33.1193
92082,-116.846,33.0169
92083,-117.2403,33.1644
92084,-117.0122,33.249
92085,-117.2482,33.1978
92086,-117.2243,33.2131
92088,-116.846,33.0169
92091,-116.6527,33.3096
92092,-116.846,33.0169
92093,-117.0462,32.9623
92096,-116.846,33.0169
92101,-116.846,33.0169
92102,-116.846,33.0169
92103,-117.1593,32.7185
92104,-117.1219,32.7139
92105,-117.1636,32.7466
92106,-117.1272,32.7454
92107,-117.0947,32.7423
92108,-117.2268,32.7272
92109,-117.2433,32.7425
92110,-117.1335,32.7783
92111,-117.2405,32.7969
92112,-117.2028,32.7635
92113,-117.1708,32.7972
92114,-116.846,33.0169
92115,-117.1153,32.697
92116,-117.0524,32.7059
92117,-117.0721,32.7607
92118,-117.1242,32.7624
92119,-117.1965,32.8239
92120,-117.1698,32.6807
92121,-117.0261,32.8036
92122,-117.0707,32.7958
92123,-117.2035,32.8919
92124,-117.2115,32.8577
92126,-117.1392,32.7973
92127,-117.0986,32.8201
92128,-117.1402,32.9161
92129,-117.0856,33.0279
92130,-117.069,33.0067
92131,-117.1213,32.9652
92132,-117.2252,32.9555
92134,-117.0898,32.9123
92135,-117.1384,32.6437
92136,-117.1466,32.7242
92137,-116.846,33.0169
92138,-117.1219,32.6834
92139,-117.1197,32.8538
92140,-116.846,33.0169
92142,-117.0474,32.6806
92143,-117.2004,32.7434
92145,-116.846,33.0169
92147,-116.846,33.0169
92149,-117.1005,32.8891
92150,-116.846,33.0169
92152,-116.846,33.0169
92153,-116.846,33.0169
92154,-116.846,33.0169
92155,-116.846,33.0169
92158,-117.0707,32.5753
92159,-117.1657,32.6716
92160,-116.846,33.0169
92161,-116.846,33.0169
92163,-116.846,33.0169
92165,-117.2291,32.8718
92166,-116.846,33.0169
92167,-116.846,33.0169
92168,-116.846,33.0169
92169,-116.846,33.0169
92170,-116.846,33.0169
92171,-116.846,33.0169
92172,-116.846,33.0169
92173,-116.846,33.0169
92174,-116.846,33.0169
92175,-117.043,32.5626
92176,-116.846,33.0169
92177,-116.846,33.0169
92178,-116.846,33.0169
92179,-116.846,33.0169
92182,-116.846,33.0169
92186,-116.9187,32.5726
92187,-117.0762,32.7751
92191,-116.846,33.0169
92192,-116.846,33.0169
92193,-116.846,33.0169
92195,-116.846,33.0169
92196,-116.846,33.0169
92197,-116.846,33.0169
92198,-116.846,33.0169
92199,-116.846,33.0169
92201,-116.846,33.0169
92202,-117.1918,32.7516
92203,-116.0357,33.7287
92210,-116.0556,33.7529
92211,-116.2676,33.7532
92220,-116.3381,33.7163
92222,-116.3398,33.7644
92223,-116.8899,33.9282
92225,-114.5619,32.7822
92226,-116.9701,33.9504
92227,-114.6681,33.7464
92230,-114.6525,33.5987
92231,-115.5296,32.9792
92232,-116.7739,33.9086
92233,-115.5028,32.6832
92234,-115.2846,33.0262
92235,-115.5114,33.167
92236,-116.4665,33.8098
92239,-116.0556,33.7529
92240,-116.1772,33.675
92241,-115.3666,33.809
92242,-116.5219,33.9531
92243,-116.354,33.8763
92244,-114.3197,34.1652
92247,-115.5665,32.7893
92248,-115.6927,32.7948
92249,-116.2951,33.6736
92250,-116.2951,33.6736
92251,-115.4383,32.7218
92252,-115.3775,32.8104
92253,-115.573,32.847
92254,-116.3038,34.1502
92255,-116.3081,33.6685
92256,-116.0187,33.545
92257,-116.0556,33.7529
92258,-116.5656,34.0606
92259,-115.6965,33.3784
92260,-116.5496,33.925
92261,-115.8234,32.981
92262,-116.4027,33.6806
92263,-116.4082,33.6604
92264,-116.5347,33.8414
92266,-116.5359,33.7611
92267,-116.517,33.8018
92268,-114.7355,33.3696
92270,-114.156,34.298
92273,-116.5048,34.1887
92274,-116.4225,33.7643
92275,-115.6948,32.7941
92276,-116.1572,33.5578
92277,-115.9578,33.3092
92278,-116.3713,33.8082
92280,-116.0601,34.1455
92281,-116.0604,34.238
92282,-114.5656,34.1561
92283,-115.5914,33.038
92284,-116.6932,33.9276
92285,-114.6854,32.9818
92286,-116.4313,34.1559
92301,-116.5241,34.3103
92304,-116.35,34.1803
92305,-117.4242,34.5841
92307,-115.7749,34.599
92308,-116.9485,34.1531
92309,-117.2132,34.5291
92310,-117.1927,34.4698
92311,-116.0638,35.3606
92312,-116.6966,35.2625
92313,-117.0387,34.8914
92314,-116.9062,34.2016
92315,-117.3129,34.031
92316,-116.8131,34.261
92317,-116.9053,34.235
92318,-117.3993,34.0662
92320,-117.0796,34.2112
92321,-115.9671,34.84
92322,-117.043,33.9946
92323,-117.1533,34.2545
92324,-117.3265,34.2544
92325,-115.9671,34.84
92327,-117.2874,34.0315
92328,-117.2811,34.2433
92329,-116.8876,34.8668
92331,-116.8937,36.4672
92332,-115.9671,34.84
92333,-117.4612,34.0922
92334,-115.5771,34.5881
92335,-116.9515,34.2583
92336,-115.9671,34.84
92337,-117.4551,34.0794
92338,-117.4378,34.1173
92339,-117.4706,34.0498
92340,-115.8025,34.9329
92341,-116.9362,34.0937
92342,-115.9671,34.84
92344,-117.066,34.2348
92345,-117.3367,34.7499
92346,-117.4075,34.4239
92347,-117.3025,34.4222
92350,-117.1403,34.1565
92352,-117.1809,34.9279
92354,-115.9671,34.84
92356,-117.2016,34.2606
92357,-117.2513,34.0528
92358,-116.9189,34.447
92359,-115.9671,34.84
92363,-117.5186,34.2558
92364,-117.1126,34.0774
92365,-114.5871,34.7824
92366,-115.4814,35.4676
92368,-116.7464,34.885
92369,-115.9671,34.84
92371,-117.3327,34.6178
92372,-115.9671,34.84
92373,-117.5196,34.4449
92374,-117.6403,34.4429
92375,-117.1804,34.0397
92376,-117.1672,34.065
92377,-115.9671,34.84
92378,-117.3771,34.1132
92382,-117.4042,34.1561
92384,-115.9671,34.84
92385,-117.1109,34.2102
92386,-116.2645,35.8992
92389,-115.9671,34.84
92391,-116.8277,34.2372
92392,-116.1544,35.9021
92393,-117.2348,34.2379
92394,-117.4082,34.4802
92395,-115.9671,34.84
92397,-117.3528,34.5563
92398,-117.2944,34.5016
92399,-117.6249,34.3628
92401,-116.7093,34.9269
92402,-117.0489,34.0282
92403,-117.2898,34.1105
92404,-117.1272,34.2139
92405,-115.9671,34.84
92406,-117.2606,34.1426
92407,-117.3013,34.1446
92408,-115.9671,34.84
92410,-117.3908,34.2166
92411,-117.2711,34.0831
92413,-117.2975,34.1069
92415,-117.3172,34.1214
92418,-115.9671,34.84
92423,-115.9671,34.84
92427,-115.9671,34.84
92501,-115.9671,34.84
92502,-116.8615,34.2622
92503,-117.3694,33.9924
92504,-116.0556,33.7529
92505,-117.4589,33.9208
92506,-117.4119,33.9315
92507,-117.4867,33.9228
92508,-117.3757,33.9455
92509,-117.3389,33.9761
92513,-117.3043,33.8897
92514,-117.445,34.0033
92516,-116.0556,33.7529
92517,-116.0556,33.7529
92518,-116.0556,33.7529
92519,-116.0556,33.7529
92521,-117.2776,33.8886
92522,-116.0556,33.7529
92530,-116.0556,33.7529
92531,-116.0556,33.7529
92532,-117.3485,33.6598
92536,-116.0556,33.7529
92539,-117.303,33.6927
92543,-116.7997,33.4473
92544,-116.7136,33.5688
92545,-116.973,33.7416
92546,-116.9243,33.739
92548,-117.0151,33.7399
92549,-116.0556,33.7529
92551,-117.1118,33.7453
92552,-116.7107,33.7304
92553,-117.2261,33.8814
92554,-116.0556,33.7529
92555,-117.2351,33.9157
92556,-115.9159,33.522
92557,-117.1851,33.9377
92561,-116.0556,33.7529
92562,-117.2457,33.9553
92563,-116.5567,33.6401
92564,-117.2738,33.5631
92567,-117.1783,33.569
92570,-116.0556,33.7529
92571,-117.1048,33.8123
92572,-117.3166,33.7852
92581,-117.218,33.811
92582,-116.0556,33.7529
92583,-116.0556,33.7529
92584,-116.9819,33.7883
92585,-116.9324,33.7967
92586,-117.1743,33.6647
92587,-117.1721,33.7467
92589,-117.1969,33.7044
92590,-117.2529,33.6951
92591,-116.0556,33.7529
92592,-117.1824,33.4903
92593,-117.1286,33.5217
92595,-117.0958,33.4983
92596,-116.0556,33.7529
92599,-117.264,33.6021
92602,-117.0885,33.6243
92603,-116.0556,33.7529
92604,-117.7467,33.7419
92605,-117.794,33.6245
92606,-117.7868,33.6899
92607,-118.0077,33.7151
92609,-117.8224,33.6951
92610,-117.7117,33.5269
92612,-117.6908,33.624
92614,-117.6649,33.6748
92615,-117.8264,33.6607
92616,-117.8298,33.6829
92617,-117.9699,33.6566
92618,-117.8361,33.6519
92619,-117.8417,33.6425
92620,-117.7054,33.7074
92623,-117.7645,33.6706
92624,-117.7564,33.7009
92625,-117.8126,33.6942
92626,-117.6632,33.46
92627,-117.8743,33.6021
92628,-117.9085,33.6801
92629,-117.9155,33.6483
92630,-117.9159,33.6401
92637,-117.6964,33.4743
92646,-117.6868,33.6437
92647,-117.7114,33.615
92648,-117.9686,33.6654
92649,-118.0033,33.721
92650,-118.0051,33.6773
92651,-118.0505,33.718
92652,-117.7609,33.6795
92653,-117.7813,33.5429
92654,-117.7815,33.543
92655,-117.6985,33.5916
92656,-117.7154,33.6042
92657,-117.984,33.7446
92658,-117.7086,33.5701
92659,-117.8334,33.5943
92660,-117.8631,33.6422
92661,-117.9235,33.6222
92662,-117.8684,33.6295
92663,-117.9021,33.6045
92672,-117.8931,33.6062
92673,-117.9321,33.621
92674,-117.6231,33.4361
92675,-117.6375,33.4615
92676,-117.6211,33.4409
92677,-117.6565,33.5085
92678,-117.6153,33.7451
92679,-117.7084,33.5145
92683,-117.5896,33.6643
92684,-117.5894,33.6415
92685,-117.9939,33.7524
92688,-118.0072,33.7627
92690,-117.9951,33.7528
92691,-117.5938,33.6512
92692,-117.643,33.6117
92693,-117.6622,33.6128
92694,-117.6433,33.6144
92697,-117.6651,33.4977
92698,-117.6238,33.5472
92701,-117.8387,33.6485
92702,-117.8386,33.6686
92703,-117.8541,33.7523
92704,-117.8714,33.7365
92705,-117.9072,33.7489
92706,-117.909,33.7249
92707,-117.7919,33.754
92708,-117.8855,33.7691
92711,-117.8701,33.7086
92712,-117.9503,33.7102
92728,-117.8043,33.7669
92735,-117.875,33.7496
92780,-117.9284,33.714
92781,-117.8546,33.7188
92782,-117.8229,33.7364
92799,-117.8181,33.7369
92801,-117.7869,33.7346
92802,-117.9098,33.7205
92803,-117.9546,33.8428
92804,-117.9228,33.8085
92805,-117.9388,33.8397
92806,-117.9729,33.8186
92807,-117.9086,33.8359
92808,-117.8681,33.8356
92809,-117.7858,33.8544
92811,-117.7513,33.8579
92812,-117.9388,33.8426
92814,-117.831,33.8674
92815,-117.9286,33.817
92816,-117.9607,33.8173
92817,-117.9121,33.8319
92821,-117.8867,33.8401
92822,-117.7915,33.8512
92823,-117.8845,33.9291
92825,-117.8892,33.9187
92831,-117.798,33.923
92832,-117.9132,33.8356
92833,-117.8946,33.8873
92834,-117.9265,33.868
92835,-117.9551,33.8766
92836,-117.897,33.8768
92837,-117.9063,33.8994
